scene_order	scene_id	phase	scene_title	record_order	id	english
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	91	196:$7325	Koppa: Everyone is fighting hard!<page><box>Koppa: We have to hurry to Jahannam's Gate too!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	92	196:$7355	Koppa: This time, let's finish Curas for good!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	93	196:$7371	Koppa: This is the final battle!<page><box>Koppa: Let's do this, <name>!!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	94	196:$7392	Koppa: Nfuu looks happy.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	95	196:$73AB	Koppa: Okay, today's pun.<page><box>Koppa: Tonfan put up<br>flowers.<page><box>Koppa: Now the place is really blooming...<page><box>Koppa: Funny?<br>Hey, was it funny?<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	96	196:$73F9	Koppa: Yesterday was a real thrill!<page><box>Koppa: What a comeback we made right at the very end!!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	97	196:$7439	Koppa: Let's go, <name>!<br>To the Abyssal Depths!!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	98	196:$7455	Koppa: Let's go, <name>!<br>To the Abyssal Depths!<page><box>Koppa: We have to save the Princess from Zagan!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	99	196:$748A	Mamo: Let's go!<br>Mamo-ry, let's go!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	100	196:$74AA	<box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	101	196:$74AC	Mamo: Mamo-ry, roger!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	102	196:$74C3	Mamo: Mamo-ry, which one?<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	103	196:$74D7	Mamo: Mamo-ry, STORE!<page><box>Mamo: Storage complete.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	104	196:$74FA	Mamo: Mamo-ry, store it?<page><box>Mamo: Take it off! Take it<br>off!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	105	196:$751A	Mamo: Mamo-ry, FULL!<br>I can't hold any more.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	106	196:$753A	Cursed items cannot be removed!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	107	196:$754D	Mamo: Mamo-ry, ZERO!<br>Then I can't store anything.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	108	196:$756E	Mamo: Mamo-ry, which one?<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	109	196:$757E	Mamo: Mamo-ry, OUT!<page><box>Mamo: Out it comes!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	110	196:$759A	Mamo: Mamo-ry, EMPTY!<br>I'm not carrying anything.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	111	196:$75BF	Mamo: Mamo-ry, IMPOSSIBLE!<br>I can't carry any more. Don't overdo it!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	112	196:$75E4	Mamo: Hey, <name>!<br>Mamo-ry reunion?<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	113	196:$7600	Mamo: That's what I wanted to hear!<page><box>Mamo: I can store lots of items.<page><box>Mamo: You can put them in and take them out freely. Handy, right?<page><box>Mamo: But I'll be empty when you return from a dungeon, so remember that.<page><box>Mamo: Let's go!<br>Mamo-ry, roll out!<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	114	196:$76A6	Mamo joined you!<delay:96><page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	115	196:$76B7	Mamo: You could store items if I came along...<page><box>Mamo: Mamo-ry disappointed!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	116	196:$76E3	Oryu: Oh, <name>.<br>Are you going somewhere?<page><box>Oryu: Can I come with you?<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	117	196:$7713	Oryu: I'm so glad!<br>Come on, let's hurry!<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	118	196:$772B	Oryu joined you!<delay:96><page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	119	196:$773C	Oryu: That's too bad.<br>But I'll go with you anytime.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	120	196:$775C	Oryu: Take care of Ateka.<page><box>Oryu: But if you're going to another dungeon, I'll come with you...<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	121	196:$7791	Oryu: Okay. Let's go.<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	122	196:$77A3	Oryu joined you!<delay:96><page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	123	196:$77B4	Oryu: You're going to save Ateka, <name>!<br>Do your best!!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	124	196:$77D5	Oryu: With me beside you, there's nothing to fear!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	125	196:$77F2	Oryu: Oh, <name>.<br>You're safe. What a relief.<page><box>Oryu: What will you do now?<br>Shall we fight together?<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	126	196:$7829	Oryu: Okay.<br>Then let's go together.<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	127	196:$7842	Oryu joined you!<delay:96><page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	128	196:$7853	Oryu: We'll go our separate ways, then.<br>Take care.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	129	196:$7873	Pekeji: Yikes...<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	130	196:$7881	Pekeji: Hey, Bro!<page><box>Pekeji: Are you taking me on your adventure?<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	131	196:$78AA	Pekeji: Yes! I knew you'd come through, Bro!<page><box>Pekeji: All right! Let's go!!<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	132	196:$78CB	Pekeji joined you!<delay:96><page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	133	196:$78DC	Pekeji: Aw, man.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	134	196:$78E7	Pekeji: It kills me that I can't go into the Abyssal Depths with you...<page><box>Pekeji: But if you're going to another dungeon, will you take me?<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	135	196:$793C	Pekeji: I see. You're going to save the Princess after all...<page><box>Pekeji: All I can do is cheer, so give it your all, Bro!!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	136	196:$7988	Pekeji: All right!<br>Let's go, Bro!!<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	137	196:$79A4	Pekeji joined you!<delay:96><page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	138	196:$79B5	Pekeji: Ugh...<br>Bro, I'm sorry.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	139	196:$79CD	Pekeji: Bro...<br>What's going to happen now?<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	140	196:$79EC	Pekeji: Everything's more fun when I'm with you, Bro!!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	141	196:$7A07	Pekeji: Hey, Bro!<br>Glad you're safe!<page><box>Pekeji: So, what now?<br>Should we travel together?<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	142	196:$7A45	Pekeji: Got it.<br>I'll do my best on my own.<page><box>Pekeji: You be careful too, Bro!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	143	196:$7A73	Pekeji: All right!<br>Let's go, Bro!<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	144	196:$7A8D	Pekeji joined you!<delay:96><page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	145	196:$7A9E	Lord: ...<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	146	196:$7AA9	Lord: You have saved us so often that words can never express my gratitude.<page><box>Lord: <name>.<br>Thank you, truly.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	147	196:$7AF4	Lord: <name>...<page><box>Lord: Forgive me for always relying on you, but...<page><box>Lord: Please.<page><box>Lord: You must save Ateka...<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	148	196:$7B38	Lord: Ugh...<br>What happened to me...?<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	149	196:$7B53	Lord: I think it is nearly time I visited the castle.<page><box>Lord: I wish to see what became of it after it collapsed.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	150	196:$7B95	Lord: I owe my recovery to Obaba's devoted care.<page><box>Lord: I must thank her.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	151	196:$7BC8	Saruyama: ...<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	152	196:$7BD3	Saruyama: Master!!<page><box>Saruyama: How long do you intend to keep making jars in this house?!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	153	196:$7C00	Saruyama: Yes, Master!!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	154	196:$7C12	Saruyama: Yes, Master!!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	155	196:$7C24	Saruyama: Cooking the meals and everything else is exhausting.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	156	196:$7C44	Saruyama: I have tried my best many times, but...<page><box>Saruyama: Your record is simply incredible, Master.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	157	196:$7C80	Saruyama: Master!<page><box>Saruyama: What is the Ultimate Soil?! Ooooooh!!<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	158	196:$7CB1	Nfuu: Nfuu! I want to explore other dungeons now, fu!<page><box>Nfuu: Will you take me on your adventures,<br><name>?<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	159	196:$7CFC	Nfuu: Hooray! I'm so happy, fu!<br>Nfuu! Let's set out!!<page><box>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	160	196:$7D20	Nfuu joined you!<delay:96><page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	161	196:$7D31	Nfuu: I'm disappointed, fu.<page>
33	scenario_diagnostics	internal	Scenario-counter diagnostics and fallbacks	162	196:$7D3F	Nfuu: I'm so happy and completely lovestruck, fu...<page>
34	jahannam_depths	main_story	Arrival at the depths of Jahannam	1	197:$400E	Koppa: Is this the bottom of Jahannam's Gate?<page><br>I can't see anything.<page><box>Koppa: Ah!<page><br>There's a light over there!<page><br>Let's go see.<page><box>
34	jahannam_depths	main_story	Arrival at the depths of Jahannam	2	197:$405E	Koppa: H-Hey, <name>.<page><box>Koppa: Isn't that Curas over there?<page><box>Koppa: Thank goodness. The Evil God hasn't been resurrected yet.<page><box>Koppa: We made it in time.<page><box>
34	jahannam_depths	main_story	Arrival at the depths of Jahannam	3	197:$40B7	Koppa: Hey, Curas!<br>It's over!<page><box>Curas: ...<page><box>Koppa: What's wrong...?<page><br>What a creep.<page><box>Curas: Heh heh... Just when it was almost complete...<page><box>Curas: No matter.<page><br>This is our third confrontation...<page><box>
34	jahannam_depths	main_story	Arrival at the depths of Jahannam	4	197:$4152	Curas: This time, we will settle things once and for all!!<page><box>Curas: With your death!!<page><box>
34	jahannam_depths	main_story	Arrival at the depths of Jahannam	5	197:$4183	Curas covered the area in darkness!!
34	jahannam_depths	main_story	Arrival at the depths of Jahannam	6	197:$41A5	All magic effects were nullified!!
34	jahannam_depths	main_story	Arrival at the depths of Jahannam	7	197:$41C6	Curas: Here I come!!<page><box>
35	curas_confrontation	main_story	Curas confrontation	1	197:$41DF	Koppa: Hey, Curas!<br>We won't let you resurrect the Evil God!<page><box>Koppa: This time, prepare yourself!!<page><box>Curas: ...<page><br>I was almost finished.<br>You pests...<page><box>
35	curas_confrontation	main_story	Curas confrontation	2	197:$4245	Curas: Do you truly think you can win?<page><box>
35	curas_confrontation	main_story	Curas confrontation	3	197:$4262	Curas covered the area in darkness!!
35	curas_confrontation	main_story	Curas confrontation	4	197:$4284	All magic effects were nullified!!
35	curas_confrontation	main_story	Curas confrontation	5	197:$42A5	Curas: Your efforts are useless.<page><br>You are facing me!!<page><box>
36	curas_defeat	main_story	Curas defeat	1	197:$42E5	Curas: Gyaaaaaah!!!<delay:78><box>
36	curas_defeat	main_story	Curas defeat	2	197:$42FA	Koppa: We did it, <name>!<br>At last!!<page><box>
36	curas_defeat	main_story	Curas defeat	3	197:$4312	Koppa: Curas...<page><box>Koppa: He was a dangerous one...<page><box>Koppa: Because of him, Ilpa nearly got wiped out...<page><box>Koppa: And the Evil God was on the verge of<br>resurrection...<page><box>Koppa: But it's finally over.<page><box>
36	curas_defeat	main_story	Curas defeat	4	197:$438E	Koppa: Let's go home.<br>Back to Ilpa.<page><br>Everyone is waiting.<page><box>
36	curas_defeat	main_story	Curas defeat	5	197:$43B5	Koppa: Hm...?<page><br>What's wrong, <name>?<page><box>
36	curas_defeat	main_story	Curas defeat	6	197:$43CF	Koppa: Ah! The Evil God Statue!<page><box>
36	curas_defeat	main_story	Curas defeat	7	197:$43E3	Mekerere: I-It's...<page><box>Mekerere: It's coming!!<page><box>
36	curas_defeat	main_story	Curas defeat	8	197:$43F4	Wanda: I-It broke through the barrier!!<page><box>
36	curas_defeat	main_story	Curas defeat	9	197:$440D	Oro: Everyone! Get ready to fight!!<page><br>Understood?!<page><box>
36	curas_defeat	main_story	Curas defeat	10	197:$4429	Nuwanko: Whoa!!<page><box>Tao: Th-The ground is<br>shaking!!<page><box>
36	curas_defeat	main_story	Curas defeat	11	197:$444D	Oro: Don't falter, everyone!!<page><box>
36	curas_defeat	main_story	Curas defeat	12	197:$4462	Ateka: It cannot be...<page><box>
36	curas_defeat	main_story	Curas defeat	13	197:$4470	Koppa: Why...?<page><box>Koppa: We defeated Curas.<page><box>Koppa: So why...?<page><br>No! This can't be happening!!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	1	197:$4518	Koppa: It's collapsing! Run!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	2	197:$452C	Nuwanko: I-It stopped moving...<page><box>Wanda: It stopped...<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	3	197:$454E	Rai: Whoa! The ground again!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	4	197:$4562	Wanda: Look! The Magic Castle too!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	5	197:$4576	Oro: Princess... What is this?<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	6	197:$4589	Ateka: I sense no evil aura from Jahannam's Gate or the Magic Castle.<page><box>Ateka: What can this mean...?<page><box><delay:3C>Lord: The Evil God has vanished.<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	7	197:$45E0	Rai: My Lord!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	8	197:$45EE	Lord: The force covering the land and the curse upon me have both vanished.<page><box>Lord: The Evil God has been defeated.<page><box>Rai: Then that means...<page><box>Mekerere: <name>...<br><name> finally defeated the Evil God.<page><box>Shizu: The town is saved!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	9	197:$467C	Tao: We did it! Hooray!!
37	evil_god_finale	main_story	Escape and Evil God finale	10	197:$468E	Lord: Ateka...<br>I have caused you such<br>worry.<page><box>Ateka: Mother!
37	evil_god_finale	main_story	Escape and Evil God finale	11	197:$46B1	<box>
37	evil_god_finale	main_story	Escape and Evil God finale	12	197:$46B3	Wanda: Hey! It's <name>!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	13	197:$46C3	Wanda: Everyone!<br><name> is back!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	14	197:$46DD	Nuwanko: All right!<br>Tonight we celebrate!<br>Let's make it a grand one!<page><box>Everyone: Yeah!
37	evil_god_finale	main_story	Escape and Evil God finale	15	197:$470E	Pekeji: Yes!<br>Free food and drinks!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	16	197:$472A	Everyone: Ha ha ha ha!!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	17	197:$473D	And so, the Evil God was destroyed, and the monsters' ambitions ended.<page>
37	evil_god_finale	main_story	Escape and Evil God finale	18	197:$4764	<box>
37	evil_god_finale	main_story	Escape and Evil God finale	19	197:$4766	Ilpa was saved, and the people's joyful voices echoed through the night.<page>
37	evil_god_finale	main_story	Escape and Evil God finale	20	197:$479F	<box>
37	evil_god_finale	main_story	Escape and Evil God finale	21	197:$47A1	And the next morning...<page>
37	evil_god_finale	main_story	Escape and Evil God finale	22	197:$47B4	Lord: In the end, Curas escaped my control...<page><box>Lord: I lacked the strength to stop him.<page><box>Lord: Because of that, I made Ateka suffer too...<page><box>Lord: Ilpa itself was nearly buried beneath the desert.<page><box>Lord: After all of that, am I truly fit to...?<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	23	197:$4854	Oro: Don't say that, my Lord.<page><box>Oro: You're the only one who can rebuild Ilpa.<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	24	197:$4890	Oro: Right, everyone?<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	25	197:$489E	Goto: That's right.<delay:0D><page><box>Rai: We still need you to lead us, my Lord.<page><box>Wanda: No one else could do<br>it.<page><box>Lord: Everyone...<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	26	197:$48FD	Lord: This is not something I can accomplish alone...<page><box>Lord: Let us all join forces!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	27	197:$493B	Mekerere: Yeah!<br>That's right!<page><box>Rai: We'll all work together, my Lord!!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	28	197:$4972	Everyone: Yeah!!
37	evil_god_finale	main_story	Escape and Evil God finale	29	197:$497D	Koppa: That's great, <name>.<br>Everyone's ready to rebuild.<page><box>Koppa: We don't have to worry anymore.<page><box>Koppa: Well... Shall we go?<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	30	197:$49C1	Sachi: We're having a feast today!<br>So you can look forward to...<page><box>Sachi: Huh? Are you going somewhere?<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	31	197:$49F2	Sachi: ...!<page> You cannot mean...<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	32	197:$4A04	Koppa: I stopped by Tonfan's place a moment ago...<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	33	197:$4A25	Koppa: The Lord has recovered, and everyone in town is ready to work.<page><box>Koppa: It really is<br>wonderful.<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	34	197:$4A6C	Ateka: Yes... But the hardest work begins now.<page><br>I must do my best too!<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	35	197:$4A9D	Ateka: This is my Jewel...<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	36	197:$4AB4	Ateka: You came to return it...?<page><box>
37	evil_god_finale	main_story	Escape and Evil God finale	37	197:$4AC8	Ateka: I see...<delay:78> You are already...<br>Leaving us...<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	38	197:$4AF0	Koppa: Goodbye, Princess.<delay:78><br>Thank you.<delay:3C> And stay well.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	39	197:$4B1B	Ateka: Wait! Thank you for everything!<delay:64><box>Ateka: For saving Mother...<delay:3C><br>And Ilpa...<delay:78> And...<delay:78><box>Ateka: And...<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	40	197:$4B6F	Ateka: We will meet again... Won't we?<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	41	197:$4B84	Oryu: Don't worry.<br>I'm sure we'll meet again.<delay:78><box>Ateka: Oryu...<delay:78><box>Oryu: If you ever need me, I'll come running.<delay:78><br>So don't worry.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	42	197:$4BE3	Oryu: Goodbye.<delay:78><box>Koppa: Farewell,<delay:3C> Princess.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	43	197:$4C07	Ateka: All of you!<br>Please take care of yourselves!<delay:78>
37	evil_god_finale	main_story	Escape and Evil God finale	44	197:$4C23	Pekeji: Bro! Wait for me!<delay:78>
37	evil_god_finale	main_story	Escape and Evil God finale	45	197:$4C38	Pekeji: Pant, pant... Wheeze...<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	46	197:$4C4D	Pekeji: Pant, pant... That's cold.<page><box>Pekeji: You were going to leave me behind.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	47	197:$4C73	Koppa: Oh, please.<delay:3C> We tried to wake you over and over.<delay:78><br>You wouldn't budge.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	48	197:$4CA6	Oryu: After partying that hard last night,<delay:78> I'm amazed you woke up at all.<delay:78><box>Pekeji: Sachi told me you were leaving.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	49	197:$4CFC	Pekeji: Look!<br>Everyone is up on the hill.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	50	197:$4D19	Oro: Sneaking away without a word? That's cold.<delay:78><box>Nuwanko: Thank you!<delay:78><box>Tao: You guys were so cool!<delay:78><box>Rai: Take care!<delay:78><box>Sachi: Everyone! Stay safe!<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	51	197:$4D8D	Pekeji: Heh heh. This feels really great.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	52	197:$4DAB	Oryu: Even if this adventure was difficult because of a certain someone.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	53	197:$4DD2	Koppa: It's hard to leave, but we should go.<delay:78><box>Oryu: Yes.<delay:78><box>Pekeji: All right.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	54	197:$4E02	Sachi: They're already so far away...<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	55	197:$4E18	Nuwanko: Soon we won't be able to see them.<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	56	197:$4E35	Oro: Hey! Take care out there!<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	57	197:$4E4A	Ateka: May fair winds blow upon your next adventure...<delay:78><box>
37	evil_god_finale	main_story	Escape and Evil God finale	58	197:$4E70	May Kron, god of travelers, grant you fair winds!!
38	main_ending	main_story	Main ending and Ilpa celebration	1	197:$4EEB	Koppa: ...<page><box>Koppa: ......<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	2	197:$4F02	Koppa: The sandstorm's getting worse. I can't see a thing...<page><box>Koppa: This wind is brutal.<page><box>Koppa: <name>! Keep<br>going!!<page><box>Koppa: ...<page><box>Koppa: ......<page><box>Koppa: Huh?<page><box>Koppa: Where is everyone?<page><box>Koppa: Where did Oryu and Pekeji go?<page><box>Koppa: Hey! Answer me!!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	3	197:$4FAD	Koppa: Ow! This is awful!<page><box>Koppa: The sand stings!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	4	197:$4FD0	Koppa: One stronger gust and we'll be blown away.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	5	197:$4FF4	Koppa: Whoaaaa!
38	main_ending	main_story	Main ending and Ilpa celebration	6	197:$5002	Koppa: Huh...?<page><box>Koppa: Where are we?!<page><box>Koppa: This is Ilpa, isn't<br>it?!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	7	197:$5028	Koppa: Looks like we...<page><box>Koppa: got sent back here...<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	8	197:$5048	Koppa: Oryu! Pekeji!<page><box>Koppa: Did the same thing happen to you two?<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	9	197:$506E	Oryu: Yeah. Looks like we got sent back...<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	10	197:$5089	Oro: Princess, what in the world happened...?<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	11	197:$50A3	Ateka: I don't know.<page><box>Ateka: I can't explain why this happened either...<page><box>Ateka: Could it be the Evil God's influence...?<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	12	197:$50F1	Lord: That's the only explanation I can think of.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	13	197:$510F	Lord: Expanding the desert must have had some unforeseen effect...<page><box>Lord: I imagine it will settle down after a while.<page><box>Koppa: What?! So you're saying...<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	14	197:$517F	Koppa: we can't leave town for the time being?<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	15	197:$51A3	Pekeji: What the heck?!<page><box>Pekeji: I finally made a heroic exit, and now it's completely ruined!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	16	197:$51DA	Oryu: Don't worry. No one thought you looked heroic.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	17	197:$5207	Koppa: What will you do,<br>Oryu?<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	18	197:$5218	Oryu: If we can't leave, we don't have much choice...<page><box>Oryu: We'll have to stay in Ilpa for a while.<page><box>Sachi: You're more than welcome here!<page><box>Sachi: You saved the whole town, after all!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	19	197:$5287	Sachi: Besides, someone will be happy if <name><br>stays.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	20	197:$52B0	Sachi: Right, Ateka?<page><box>Ateka: I-I...<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	21	197:$52CE	Sachi: Ha! It's settled!<page><box>Sachi: Take it easy and stay a while.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	22	197:$52EB	Koppa: Sheesh. Well, I guess we'll stay here for a while.<page><box>Koppa: Right, <name>?<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	23	197:$5315	Rai: I'm surprised there've been so many Collapsed Wanderers here lately.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	24	197:$5347	Koppa: Huh? You found someone besides us?<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	25	197:$536C	Oro: Yeah. Yesterday we found two men buried in the<br>desert.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	26	197:$5391	Oro: They were unconscious, so we carried them<br>upstairs...<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	27	197:$53BA	???: UN...<page><box>???: ACCEPTABLE!!!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	28	197:$53E8	Rai: That came from<br>upstairs!!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	29	197:$53F8	???: Whoa!<page><box>???: Whoaaaa!!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	30	197:$5413	???: Master!<page><box>???: Maaaster!!<page><box>Rai: What happened?!<page><box>Oro: Let's go see!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	31	197:$544B	???: UNACCEPTABLE!!
38	main_ending	main_story	Main ending and Ilpa celebration	32	197:$545C	Rihipishi: What the hell are you doing, you idiot?!
