id	sections	draft
196:$6AF1	story_and_event_dialogue	Tanaka: Town 4-2!<page>
196:$6B02	story_and_event_dialogue	Tanaka: Town 4-1!<page>
196:$6B13	story_and_event_dialogue	Tanaka: Town 3-5!<page>
196:$6B24	story_and_event_dialogue	Tanaka: Town 3-4!<page>
196:$6B35	story_and_event_dialogue	Tanaka: Town 3-3!<page>
196:$6B46	story_and_event_dialogue	Tanaka: Town 3-2!<page>
196:$6B57	story_and_event_dialogue	Tanaka: Town 3-1!<page>
196:$6B68	story_and_event_dialogue	Tanaka: Town 2-4!<page>
196:$6B79	story_and_event_dialogue	Tanaka: Town 2-3!<page>
196:$6B8A	story_and_event_dialogue	Tanaka: Town 2-2!<page>
196:$6B9B	story_and_event_dialogue	Tanaka: Town 2-1-5!<page>
196:$6BAE	story_and_event_dialogue	Tanaka: Town 2-1!<page>
196:$6BBF	story_and_event_dialogue	Tanaka: Town 1-1!<page>
196:$6BD0	story_and_event_dialogue	Tanaka: Town 0-1!<page>
196:$6BE1	story_and_event_dialogue	<cF8>h<cF8>i Unit: Bwo-ho!<page>
196:$6BF1	story_and_event_dialogue	<cF8>h<cF8>i Unit: Bwo-ho!<br>I am strong! I am number one!<br>Comrade! Comraaaade!!<page><box>
196:$6C25	story_and_event_dialogue	<cF8>h<cF8>i Unit: Bwo-ho!<br>Marching out!! Bwo-ho!!<page><box>
196:$6C49	story_and_event_dialogue	<cF8>h<cF8>i Unit joined you!<delay:96><page>
196:$6C5C	story_and_event_dialogue	<cF8>h<cF8>i Unit: Bwo-ho! Bwo-ho! Bwo-hoooo!<page>
196:$6C8E	story_and_event_dialogue	<cF8>h<cF8>i Unit: Bwo-ho!<br>Comrade! Comraaaade!!<page><box>
196:$6CB0	story_and_event_dialogue	<cF8>h<cF8>i Unit: Bwo-ho!<br>Marching out!! Bwo-ho!!<page><box><delay:1E>
196:$6CD6	story_and_event_dialogue	<cF8>h<cF8>i Unit joined you!<delay:96><page>
196:$6CE9	story_and_event_dialogue	<cF8>h<cF8>i Unit: Bwo-ho!<br>Bwo! Bwo! Bwo-hoooo!<page>
196:$6D0D	story_and_event_dialogue	Gaibara: ...<page>
196:$6D18	story_and_event_dialogue	Gaibara: Until I am satisfied!!<page><box>Gaibara: And of course, I am not satisfiiiiied!!<page>
196:$6D54	story_and_event_dialogue	Gaibara: Saruyama!<page><box>Gaibara: I have decided we will make jars in this house!!<page>
196:$6D7E	story_and_event_dialogue	Gaibara: Saruyama!<page><box>Gaibara: I have decided we will make jars in this house!!<page>
196:$6DA8	story_and_event_dialogue	Gaibara: Saruyama!<page><box>Gaibara: Is dinner not ready yet?!!<page>
196:$6DC7	story_and_event_dialogue	Gaibara: No one will ever break my record!<page>
196:$6DE4	story_and_event_dialogue	Gaibara: Saruyama.<br>The Ultimate Soil is...<page><box>
196:$6E03	story_and_event_dialogue	Gaibara: No good! No good!<br>No goooooood!!<page>
196:$6E24	story_and_event_dialogue	Koppa: Let's do our best!<page>
196:$6E32	story_and_event_dialogue	Koppa: Ugh...<page>
196:$6E3F	story_and_event_dialogue	Koppa: What was that black object we saw earlier...?<page>
196:$6E61	story_and_event_dialogue	Koppa: Hmm. I still can't remember.<br>I wonder why...<page>
196:$6E8C	story_and_event_dialogue	Koppa: It'd be nice if that jerk Mamo would fight too...<page><box>Koppa: Huh? You want me to fight?<page><box>Koppa: C-Cough! I suddenly don't feel so good...<page>
196:$6EE7	story_and_event_dialogue	Koppa: Those two were awfully noisy, huh?<page><box>Koppa: What?<page> They were quiet compared to me?<page><box>Koppa: No way.<page>
196:$6F2E	story_and_event_dialogue	Koppa: A robot??<page><box>Koppa: That's one strange doll...<page>
196:$6F4F	story_and_event_dialogue	Koppa: Wow! A new doll!!<page><box>Koppa: And this time it's Unit 2!<page>
196:$6F80	story_and_event_dialogue	Koppa: Wow!<br>Another new doll!!<page>
196:$6F9D	story_and_event_dialogue	Koppa: Amazing! The doll has been tuned up!<page><box>Koppa: It even has a new name and more power!!<page>
196:$6FDB	story_and_event_dialogue	Koppa: They say something good happens if you chant a spell before Big Moai.<page>
196:$7006	story_and_event_dialogue	Koppa: Where did Big Moai go...?<page>
196:$702A	story_and_event_dialogue	Koppa: Let's prepare properly before we enter the furnace.<page>
196:$7055	story_and_event_dialogue	Koppa: It was fun reaching deep inside the blacksmith's furnace yesterday!!<page>
196:$7080	story_and_event_dialogue	Koppa: Let's do our best, <name>!<page>
196:$7096	story_and_event_dialogue	Koppa: The <quoteOpen>Wanderer's Secrets<quoteClose> are really useful!<page>
196:$70B5	story_and_event_dialogue	Koppa: Let's do our best today too, <name>!<page>
196:$70D2	story_and_event_dialogue	Koppa: The <quoteOpen>Wanderer's Secrets<quoteClose> are really useful!<page>
196:$70F1	story_and_event_dialogue	Koppa: I'm getting hungry...<page>
196:$7103	story_and_event_dialogue	Koppa: Where should we go next?<page>
196:$7116	story_and_event_dialogue	Koppa: Keep your spirits up, <name>!<page>
196:$712F	story_and_event_dialogue	Koppa: It's such a nice, warm day...<page><box>Koppa: I could fall asleep.<page>
196:$715D	story_and_event_dialogue	Koppa: Hmm?<br>What's wrong, <name>?<page>
196:$7171	story_and_event_dialogue	Koppa: Yahoo!<page>
196:$717D	story_and_event_dialogue	Koppa: Hey.<page>
196:$7188	story_and_event_dialogue	Koppa: Yo! What is it?<page>
196:$7198	story_and_event_dialogue	Koppa: Don't worry.<br>I'm right here with you.<page>
196:$71BA	story_and_event_dialogue	Koppa: Hurry!<br>Let's get out of here, <name>!<page>
196:$71D0	story_and_event_dialogue	Koppa: Even if they tell us not to escape,<page><box>Koppa: staying here looks even more dangerous.<page><box>Koppa: Let's get out of here, fast.<page>
196:$721C	story_and_event_dialogue	Koppa: This town is pretty lively.<page>
196:$7234	story_and_event_dialogue	Koppa: You saw the Magic Castle too, right, <name>?<page><box>Koppa: Ugh... I've got a bad feeling about this...<page><box>Koppa: <name>! Let's hurry and take back the Evil God Statue!!<page>
196:$7292	story_and_event_dialogue	Koppa: Once we defeat Zagan, we can take back the Evil God Statue!<page><box>Koppa: Let's do this, <name>!<page>
196:$72C2	story_and_event_dialogue	Koppa: <name>! Let's go!!<page><box>Koppa: We have to defeat Curas!!<page>
196:$72E2	story_and_event_dialogue	Koppa: I wonder if Oryu and Pekeji are already on their way...<page><box>Koppa: We should hurry to Jahannam's Gate too!<page>
196:$7325	story_and_event_dialogue	Koppa: Everyone is fighting hard!<page><box>Koppa: We have to hurry to Jahannam's Gate too!<page>
196:$7355	story_and_event_dialogue	Koppa: This time, let's finish Curas for good!<page>
196:$7371	story_and_event_dialogue	Koppa: This is the final battle!<page><box>Koppa: Let's do this, <name>!!<page>
196:$7392	story_and_event_dialogue	Koppa: Nfuu looks happy.<page>
196:$73AB	story_and_event_dialogue	Koppa: Okay, today's pun.<page><box>Koppa: Tonfan put up flowers.<page><box>Koppa: Now the place is really blooming...<page><box>Koppa: Funny?<br>Hey, was it funny?<page>
196:$73F9	story_and_event_dialogue	Koppa: Yesterday was a real thrill!<page><box>Koppa: What a comeback we made right at the very end!!<page>
196:$7439	story_and_event_dialogue	Koppa: Let's go, <name>!<br>To the Abyssal Depths!!<page>
196:$7455	story_and_event_dialogue	Koppa: Let's go, <name>!<br>To the Abyssal Depths!<page><box>Koppa: We have to save the Princess from Zagan!<page>
196:$748A	story_and_event_dialogue	Mamo: Let's go!<br>Mamo-ry, let's go!<page>
196:$74AA	story_and_event_dialogue	<box>
196:$74AC	story_and_event_dialogue	Mamo: Mamo-ry, roger!<page>
196:$74C3	story_and_event_dialogue	Mamo: Mamo-ry, which one?<page>
196:$74D7	story_and_event_dialogue	Mamo: Mamo-ry, STORE!<page><box>Mamo: Storage complete.<page>
196:$74FA	story_and_event_dialogue	Mamo: Mamo-ry, store it?<page><box>Mamo: Take it off! Take it off!<page>
196:$751A	story_and_event_dialogue	Mamo: Mamo-ry, FULL!<br>I can't hold any more.<page>
196:$753A	story_and_event_dialogue	Cursed items cannot be removed!<page>
196:$754D	story_and_event_dialogue	Mamo: Mamo-ry, ZERO!<br>Then I can't store anything.<page>
196:$756E	story_and_event_dialogue	Mamo: Mamo-ry, which one?<page>
196:$757E	story_and_event_dialogue	Mamo: Mamo-ry, OUT!<page><box>Mamo: Out it comes!<page>
196:$759A	story_and_event_dialogue	Mamo: Mamo-ry, EMPTY!<br>I'm not carrying anything.<page>
196:$75BF	story_and_event_dialogue	Mamo: Mamo-ry, IMPOSSIBLE!<br>I can't carry any more. Don't overdo it!<page>
196:$75E4	story_and_event_dialogue	Mamo: Hey, <name>!<br>Mamo-ry reunion?<page><box>
196:$7600	story_and_event_dialogue	Mamo: That's what I wanted to hear!<page><box>Mamo: I can store lots of items.<page><box>Mamo: You can put them in and take them out freely. Handy, right?<page><box>Mamo: But I'll be empty when you return from a dungeon, so remember that.<page><box>Mamo: Let's go!<br>Mamo-ry, roll out!<page><box>
196:$76A6	story_and_event_dialogue	Mamo joined you!<delay:96><page>
196:$76B7	story_and_event_dialogue	Mamo: You could store items if I came along...<page><box>Mamo: Mamo-ry disappointed!<page>
196:$76E3	story_and_event_dialogue	Oryu: Oh, <name>.<br>Are you going somewhere?<page><box>Oryu: Can I come with you?<page><box>
196:$7713	story_and_event_dialogue	Oryu: I'm so glad!<br>Come on, let's hurry!<page><box>
196:$772B	story_and_event_dialogue	Oryu joined you!<delay:96><page>
196:$773C	story_and_event_dialogue	Oryu: That's too bad.<br>But I'll go with you anytime.<page>
196:$775C	story_and_event_dialogue	Oryu: Take care of Ateka.<page><box>Oryu: But if you're going to another dungeon, I'll come with you...<page><box>
196:$7791	story_and_event_dialogue	Oryu: Okay. Let's go.<page><box>
196:$77A3	story_and_event_dialogue	Oryu joined you!<delay:96><page>
196:$77B4	story_and_event_dialogue	Oryu: You're going to save Ateka, <name>!<br>Do your best!!<page>
196:$77D5	story_and_event_dialogue	Oryu: With me beside you, there's nothing to fear!<page>
196:$77F2	story_and_event_dialogue	Oryu: Oh, <name>.<br>You're safe. What a relief.<page><box>Oryu: What will you do now?<br>Shall we fight together?<page>
196:$7829	story_and_event_dialogue	Oryu: Okay.<br>Then let's go together.<page><box>
196:$7842	story_and_event_dialogue	Oryu joined you!<delay:96><page>
196:$7853	story_and_event_dialogue	Oryu: We'll go our separate ways, then.<br>Take care.<page>
196:$7873	story_and_event_dialogue	Pekeji: Yikes...<page>
196:$7881	story_and_event_dialogue	Pekeji: Hey, Bro!<page><box>Pekeji: Are you taking me on your adventure?<page><box>
196:$78AA	story_and_event_dialogue	Pekeji: Yes! I knew you'd come through, Bro!<page><box>Pekeji: All right! Let's go!!<page><box>
196:$78CB	story_and_event_dialogue	Pekeji joined you!<delay:96><page>
196:$78DC	story_and_event_dialogue	Pekeji: Aw, man.<page>
196:$78E7	story_and_event_dialogue	Pekeji: It kills me that I can't go into the Abyssal Depths with you...<page><box>Pekeji: But if you're going to another dungeon, will you take me?<page><box>
196:$793C	story_and_event_dialogue	Pekeji: I see. You're going to save the Princess after all...<page><box>Pekeji: All I can do is cheer, so give it your all, Bro!!<page>
196:$7988	story_and_event_dialogue	Pekeji: All right!<br>Let's go, Bro!!<page><box>
196:$79A4	story_and_event_dialogue	Pekeji joined you!<delay:96><page>
196:$79B5	story_and_event_dialogue	Pekeji: Ugh...<br>Bro, I'm sorry.<page>
196:$79CD	story_and_event_dialogue	Pekeji: Bro...<br>What's going to happen now?<page>
196:$79EC	story_and_event_dialogue	Pekeji: Everything's more fun when I'm with you, Bro!!<page>
196:$7A07	story_and_event_dialogue	Pekeji: Hey, Bro!<br>Glad you're safe!<page><box>Pekeji: So, what now?<br>Should we travel together?<page><box>
196:$7A45	story_and_event_dialogue	Pekeji: Got it.<br>I'll do my best on my own.<page><box>Pekeji: You be careful too, Bro!<page>
196:$7A73	story_and_event_dialogue	Pekeji: All right!<br>Let's go, Bro!<page><box>
196:$7A8D	story_and_event_dialogue	Pekeji joined you!<delay:96><page>
196:$7A9E	story_and_event_dialogue	Lord: ...<page>
196:$7AA9	story_and_event_dialogue	Lord: You have saved us so often that words can never express my gratitude.<page><box>Lord: <name>.<br>Thank you, truly.<page>
196:$7AF4	story_and_event_dialogue	Lord: <name>...<page><box>Lord: Forgive me for always relying on you, but...<page><box>Lord: Please.<page><box>Lord: You must save Ateka...<page>
196:$7B38	story_and_event_dialogue	Lord: Ugh...<br>What happened to me...?<page>
196:$7B53	story_and_event_dialogue	Lord: I think it is nearly time I visited the castle.<page><box>Lord: I wish to see what became of it after it collapsed.<page>
196:$7B95	story_and_event_dialogue	Lord: I owe my recovery to Obaba's devoted care.<page><box>Lord: I must thank her.<page>
196:$7BC8	story_and_event_dialogue	Saruyama: ...<page>
196:$7BD3	story_and_event_dialogue	Saruyama: Master!!<page><box>Saruyama: How long do you intend to keep making jars in this house?!<page>
196:$7C00	story_and_event_dialogue	Saruyama: Yes, Master!!<page>
196:$7C12	story_and_event_dialogue	Saruyama: Yes, Master!!<page>
196:$7C24	story_and_event_dialogue	Saruyama: Cooking the meals and everything else is exhausting.<page>
196:$7C44	story_and_event_dialogue	Saruyama: I have tried my best many times, but...<page><box>Saruyama: Your record is simply incredible, Master.<page>
196:$7C80	story_and_event_dialogue	Saruyama: Master!<page><box>Saruyama: What is the Ultimate Soil?! Ooooooh!!<page>
196:$7CB1	story_and_event_dialogue	Nfuu: Nfuu! I want to explore other dungeons now, fu!<page><box>Nfuu: Will you take me on your adventures, <name>?<page><box>
196:$7CFC	story_and_event_dialogue	Nfuu: Hooray! I'm so happy, fu!<br>Nfuu! Let's set out!!<page><box>
196:$7D20	story_and_event_dialogue	Nfuu joined you!<delay:96><page>
196:$7D31	story_and_event_dialogue	Nfuu: I'm disappointed, fu.<page>
196:$7D3F	story_and_event_dialogue	Nfuu: I'm so happy and completely lovestruck, fu...<page>
197:$400E	story_and_event_dialogue	Koppa: Is this the bottom of Jahannam's Gate?<page><br>I can't see anything.<page><box>Koppa: Ah!<page><br>There's a light over there!<page><br>Let's go see.<page><box>
197:$405E	story_and_event_dialogue	Koppa: H-Hey, <name>.<page><box>Koppa: Isn't that Curas over there?<page><box>Koppa: Thank goodness. The Evil God hasn't been resurrected yet.<page><box>Koppa: We made it in time.<page><box>
197:$40B7	story_and_event_dialogue	Koppa: Hey, Curas!<br>It's over!<page><box>Curas: ...<page><box>Koppa: What's wrong...?<page><br>What a creep.<page><box>Curas: Heh heh... Just when it was almost complete...<page><box>Curas: No matter.<page><br>This is our third confrontation...<page><box>
197:$4152	story_and_event_dialogue	Curas: This time, we will settle things once and for all!!<page><box>Curas: With your death!!<page><box>
197:$4183	story_and_event_dialogue	Curas covered the area in darkness!!
197:$41A5	story_and_event_dialogue	All magic effects were nullified!!
197:$41C6	story_and_event_dialogue	Curas: Here I come!!<page><box>
197:$41DF	story_and_event_dialogue	Koppa: Hey, Curas!<br>We won't let you resurrect the Evil God!<page><box>Koppa: This time, prepare yourself!!<page><box>Curas: ...<page><br>I was almost finished.<br>You pests...<page><box>
197:$4245	story_and_event_dialogue	Curas: Do you truly think you can win?<page><box>
197:$4262	story_and_event_dialogue	Curas covered the area in darkness!!
197:$4284	story_and_event_dialogue	All magic effects were nullified!!
197:$42A5	story_and_event_dialogue	Curas: Your efforts are useless.<page><br>You are facing me!!<page><box>
197:$42E5	story_and_event_dialogue	Curas: Gyaaaaaah!!!<delay:78><box>
197:$42FA	story_and_event_dialogue	Koppa: We did it, <name>!<br>At last!!<page><box>
197:$4312	story_and_event_dialogue	Koppa: Curas...<page><box>Koppa: He was a dangerous one...<page><box>Koppa: Because of him, Ilpa nearly got wiped out...<page><box>Koppa: And the Evil God was on the verge of resurrection...<page><box>Koppa: But it's finally over.<page><box>
197:$438E	story_and_event_dialogue	Koppa: Let's go home.<br>Back to Ilpa.<page><br>Everyone is waiting.<page><box>
197:$43B5	story_and_event_dialogue	Koppa: Hm...?<page><br>What's wrong, <name>?<page><box>
197:$43CF	story_and_event_dialogue	Koppa: Ah! The Evil God Statue!<page><box>
197:$43E3	story_and_event_dialogue	Mekerere: I-It's...<page><box>Mekerere: It's coming!!<page><box>
197:$43F4	story_and_event_dialogue	Wanda: I-It broke through the barrier!!<page><box>
197:$440D	story_and_event_dialogue	Oro: Everyone! Get ready to fight!!<page><br>Understood?!<page><box>
197:$4429	story_and_event_dialogue	Nuwanko: Whoa!!<page><box>Tao: Th-The ground is shaking!!<page><box>
197:$444D	story_and_event_dialogue	Oro: Don't falter, everyone!!<page><box>
197:$4462	story_and_event_dialogue	Ateka: It cannot be...<page><box>
197:$4470	story_and_event_dialogue	Koppa: Why...?<page><box>Koppa: We defeated Curas.<page><box>Koppa: So why...?<page><br>No! This can't be happening!!<page><box>
197:$4518	story_and_event_dialogue	Koppa: It's collapsing! Run!<page><box>
197:$452C	story_and_event_dialogue	Nuwanko: I-It stopped moving...<page><box>Wanda: It stopped...<page><box>
197:$454E	story_and_event_dialogue	Rai: Whoa! The ground again!<page><box>
197:$4562	story_and_event_dialogue	Wanda: Look! The Magic Castle too!<page><box>
197:$4576	story_and_event_dialogue	Oro: Princess... What is this?<page><box>
197:$4589	story_and_event_dialogue	Ateka: I sense no evil aura from Jahannam's Gate or the Magic Castle.<page><box>Ateka: What can this mean...?<page><box><delay:3C>Lord: The Evil God has vanished.<page><box>
197:$45E0	story_and_event_dialogue	Rai: My Lord!<page><box>
197:$45EE	story_and_event_dialogue	Lord: The force covering the land and the curse upon me have both vanished.<page><box>Lord: The Evil God has been defeated.<page><box>Rai: Then that means...<page><box>Mekerere: <name>...<br><name> finally defeated the Evil God.<page><box>Shizu: The town is saved!<page><box>
197:$467C	story_and_event_dialogue	Tao: We did it! Hooray!!
197:$468E	story_and_event_dialogue	Lord: Ateka...<br>I have caused you such worry.<page><box>Ateka: Mother!
197:$46B1	story_and_event_dialogue	<box>
197:$46B3	story_and_event_dialogue	Wanda: Hey! It's <name>!<page><box>
197:$46C3	story_and_event_dialogue	Wanda: Everyone!<br><name> is back!<page><box>
197:$46DD	story_and_event_dialogue	Nuwanko: All right!<br>Tonight we celebrate!<br>Let's make it a grand one!<page><box>Everyone: Yeah!
197:$470E	story_and_event_dialogue	Pekeji: Yes!<br>Free food and drinks!<page><box>
197:$472A	story_and_event_dialogue	Everyone: Ha ha ha ha!!<page><box>
197:$473D	story_and_event_dialogue	And so, the Evil God was destroyed, and the monsters' ambitions ended.<page>
197:$4764	story_and_event_dialogue	<box>
197:$4766	story_and_event_dialogue	Ilpa was saved, and the people's joyful voices echoed through the night.<page>
197:$479F	story_and_event_dialogue	<box>
197:$47A1	story_and_event_dialogue	And the next morning...<page>
197:$47B4	story_and_event_dialogue	Lord: In the end, Curas escaped my control...<page><box>Lord: I lacked the strength to stop him.<page><box>Lord: Because of that, I made Ateka suffer too...<page><box>Lord: Ilpa itself was nearly buried beneath the desert.<page><box>Lord: After all of that, am I truly fit to...?<page><box>
197:$4854	story_and_event_dialogue	Oro: Don't say that, my Lord.<page><box>Oro: You're the only one who can rebuild Ilpa.<page><box>
197:$4890	story_and_event_dialogue	Oro: Right, everyone?<page><box>
197:$489E	story_and_event_dialogue	Goto: That's right.<delay:0D><page><box>Rai: We still need you to lead us, my Lord.<page><box>Wanda: No one else could do it.<page><box>Lord: Everyone...<page><box>
197:$48FD	story_and_event_dialogue	Lord: This is not something I can accomplish alone...<page><box>Lord: Let us all join forces!<page><box>
197:$493B	story_and_event_dialogue	Mekerere: Yeah!<br>That's right!<page><box>Rai: We'll all work together, my Lord!!<page><box>
197:$4972	story_and_event_dialogue	Everyone: Yeah!!
197:$497D	story_and_event_dialogue	Koppa: That's great, <name>.<br>Everyone is ready to rebuild.<page><box>Koppa: We don't have to worry anymore.<page><box>Koppa: Well... Shall we go?<page><box>
197:$49C1	story_and_event_dialogue	Sachi: We're having a feast today!<br>So you can look forward to...<page><box>Sachi: Huh? Are you going somewhere?<page><box>
197:$49F2	story_and_event_dialogue	Sachi: ...!<page> You cannot mean...<page><box>
197:$4A04	story_and_event_dialogue	Koppa: I stopped by Tonfan's place a moment ago...<page><box>
197:$4A25	story_and_event_dialogue	Koppa: The Lord has recovered, and everyone in town is ready to work.<page><box>Koppa: It really is wonderful.<page><box>
197:$4A6C	story_and_event_dialogue	Ateka: Yes... But the hardest work begins now.<page><br>I must do my best too!<page><box>
197:$4A9D	story_and_event_dialogue	Ateka: This is my Jewel...<page><box>
197:$4AB4	story_and_event_dialogue	Ateka: You came to return it...?<page><box>
197:$4AC8	story_and_event_dialogue	Ateka: I see...<delay:78> You are already...<br>Leaving us...<delay:78><box>
197:$4AF0	story_and_event_dialogue	Koppa: Goodbye, Princess.<delay:78><br>Thank you.<delay:3C> And stay well.<delay:78><box>
197:$4B1B	story_and_event_dialogue	Ateka: Wait! Thank you for everything!<delay:64><box>Ateka: For saving Mother...<delay:3C><br>And Ilpa...<delay:78> And...<delay:78><box>Ateka: And...<delay:78><box>
197:$4B6F	story_and_event_dialogue	Ateka: We will meet again... Won't we?<delay:78><box>
197:$4B84	story_and_event_dialogue	Oryu: Don't worry.<br>I'm sure we'll meet again.<delay:78><box>Ateka: Oryu...<delay:78><box>Oryu: If you ever need me, I'll come running.<delay:78><br>So don't worry.<delay:78><box>
197:$4BE3	story_and_event_dialogue	Oryu: Goodbye.<delay:78><box>Koppa: Farewell,<delay:3C> Princess.<delay:78><box>
197:$4C07	story_and_event_dialogue	Ateka: All of you!<br>Please take care of yourselves!<delay:78>
197:$4C23	story_and_event_dialogue	Pekeji: Bro! Wait for me!<delay:78>
197:$4C38	story_and_event_dialogue	Pekeji: Pant, pant... Wheeze...<delay:78><box>
197:$4C4D	story_and_event_dialogue	Pekeji: Pant, pant... That's cold.<page><box>Pekeji: You were going to leave me behind.<delay:78><box>
197:$4C73	story_and_event_dialogue	Koppa: Oh, please.<delay:3C> We tried to wake you over and over.<delay:78><br>You wouldn't budge.<delay:78><box>
197:$4CA6	story_and_event_dialogue	Oryu: After partying that hard last night,<delay:78> I'm amazed you woke up at all.<delay:78><box>Pekeji: Sachi told me you were leaving.<delay:78><box>
197:$4CFC	story_and_event_dialogue	Pekeji: Look!<br>Everyone is up on the hill.<delay:78><box>
197:$4D19	story_and_event_dialogue	Oro: Sneaking away without a word? That's cold.<delay:78><box>Nuwanko: Thank you!<delay:78><box>Tao: You guys were so cool!<delay:78><box>Rai: Take care!<delay:78><box>Sachi: Everyone! Stay safe!<delay:78><box>
197:$4D8D	story_and_event_dialogue	Pekeji: Heh heh. This feels really great.<delay:78><box>
197:$4DAB	story_and_event_dialogue	Oryu: Even if this adventure was difficult because of a certain someone.<delay:78><box>
197:$4DD2	story_and_event_dialogue	Koppa: It's hard to leave, but we should go.<delay:78><box>Oryu: Yes.<delay:78><box>Pekeji: All right.<delay:78><box>
197:$4E02	story_and_event_dialogue	Sachi: They're already so far away...<delay:78><box>
197:$4E18	story_and_event_dialogue	Nuwanko: Soon we won't be able to see them.<delay:78><box>
197:$4E35	story_and_event_dialogue	Oro: Hey! Take care out there!<delay:78><box>
197:$4E4A	story_and_event_dialogue	Ateka: May fair winds blow upon your next adventure...<delay:78><box>
197:$4E70	story_and_event_dialogue	May Kron, god of travelers, grant you fair winds!!
197:$4EEB	story_and_event_dialogue	Koppa: ...<page><box>Koppa: ......<page><box>
197:$4F02	story_and_event_dialogue	Koppa: The sandstorm's getting worse. I can't see a thing...<page><box>Koppa: This wind is brutal.<page><box>Koppa: <name>! Keep going!!<page><box>Koppa: ...<page><box>Koppa: ......<page><box>Koppa: Huh?<page><box>Koppa: Where is everyone?<page><box>Koppa: Where did Oryu and Pekeji go?<page><box>Koppa: Hey! Answer me!!<page><box>
197:$4FAD	story_and_event_dialogue	Koppa: Ow! This is awful!<page><box>Koppa: The sand stings!<page><box>
197:$4FD0	story_and_event_dialogue	Koppa: One stronger gust and we'll be blown away.<page><box>
197:$4FF4	story_and_event_dialogue	Koppa: Whoaaaa!
197:$5002	story_and_event_dialogue	Koppa: Huh...?<page><box>Koppa: Where are we?!<page><box>Koppa: This is Ilpa, isn't it?!<page><box>
197:$5028	story_and_event_dialogue	Koppa: Looks like we...<page><box>Koppa: got sent back here...<page><box>
197:$5048	story_and_event_dialogue	Koppa: Oryu! Pekeji!<page><box>Koppa: Did the same thing happen to you two?<page><box>
197:$506E	story_and_event_dialogue	Oryu: Yeah. Looks like we got sent back...<page><box>
197:$5089	story_and_event_dialogue	Oro: Princess, what in the world happened...?<page><box>
197:$50A3	story_and_event_dialogue	Ateka: I don't know.<page><box>Ateka: I can't explain why this happened either...<page><box>Ateka: Could it be the Evil God's influence...?<page><box>
197:$50F1	story_and_event_dialogue	Lord: That's the only explanation I can think of.<page><box>
197:$510F	story_and_event_dialogue	Lord: Expanding the desert must have had some unforeseen effect...<page><box>Lord: I imagine it will settle down after a while.<page><box>Koppa: What?! So you're saying...<page><box>
197:$517F	story_and_event_dialogue	Koppa: we can't leave town for the time being?<page><box>
197:$51A3	story_and_event_dialogue	Pekeji: What the heck?!<page><box>Pekeji: I finally made a heroic exit, and now it's completely ruined!<page><box>
197:$51DA	story_and_event_dialogue	Oryu: Don't worry. No one thought you looked heroic.<page><box>
197:$5207	story_and_event_dialogue	Koppa: What will you do, Oryu?<page><box>
197:$5218	story_and_event_dialogue	Oryu: If we can't leave, we don't have much choice...<page><box>Oryu: We'll have to stay in Ilpa for a while.<page><box>Sachi: You're more than welcome here!<page><box>Sachi: You saved the whole town, after all!<page><box>
197:$5287	story_and_event_dialogue	Sachi: Besides, someone will be happy if <name> stays.<page><box>
197:$52B0	story_and_event_dialogue	Sachi: Right, Ateka?<page><box>Ateka: I-I...<page><box>
197:$52CE	story_and_event_dialogue	Sachi: Ha! It's settled!<page><box>Sachi: Take it easy and stay a while.<page><box>
197:$52EB	story_and_event_dialogue	Koppa: Sheesh. Well, I guess we'll stay here for a while.<page><box>Koppa: Right, <name>?<page><box>
197:$5315	story_and_event_dialogue	Rai: I'm surprised there've been so many Collapsed Wanderers around here lately.<page><box>
197:$5347	story_and_event_dialogue	Koppa: Huh? You found someone besides us?<page><box>
197:$536C	story_and_event_dialogue	Oro: Yeah. Yesterday we found two men buried in the desert.<page><box>
197:$5391	story_and_event_dialogue	Oro: They were unconscious, so we carried them upstairs...<page><box>
197:$53BA	story_and_event_dialogue	???: UN...<page><box>???: ACCEPTABLE!!!<page><box>
197:$53E8	story_and_event_dialogue	Rai: That came from upstairs!!<page><box>
197:$53F8	story_and_event_dialogue	???: Whoa!<page><box>???: Whoaaaa!!<page><box>
197:$5413	story_and_event_dialogue	???: Master!<page><box>???: Maaaster!!<page><box>Rai: What happened?!<page><box>Oro: Let's go see!<page><box>
197:$544B	story_and_event_dialogue	???: UNACCEPTABLE!!
197:$545C	story_and_event_dialogue	Rihipishi: What the hell are you doing, you idiot?!
197:$5472	story_and_event_dialogue	Oro: What happened?<page><box>
197:$5480	story_and_event_dialogue	Rihipishi: What do you think?!<page><box>Rihipishi: That old man saw my pot and smashed it without permission!<page><box>Rihipishi: Who the hell is that geezer?!<page><box>
197:$54D7	story_and_event_dialogue	Koppa: <name>! Hurry!<page><box>
197:$54E8	story_and_event_dialogue	???: Master Gaibara!<page><box>
197:$54F8	story_and_event_dialogue	Gaibara: Saruyama...<page><box>
197:$5509	story_and_event_dialogue	Gaibara: Not here...<page><box>Gaibara: The clay I seek isn't here either...<page><box>Gaibara: This clay is UNACCEPTABLE!!<page><box>
197:$5551	story_and_event_dialogue	Saruyama: M-Master...<page><box>Saruyama: You and I have traveled far together.<page><box>Saruyama: We've been searching for the clay you need to make your pots.<page><box>Saruyama: Yet everywhere you go, we somehow find nothing but bad clay...<page><box>Saruyama: It's almost as if...<page><box>Saruyama: you're drawn to bad clay, Master...<page><box>
